originLocation,destinationLocation,equipmentType,carrier,productType,rateType,effectiveDate,expirationDate,miles,fsc,grouping,equipCarCost,equipPerTonCost,totalCost,pvtCarCost,pvtPerTonCost,pvtTotalCost,costPerMile,last_update_date,color,id
"CHICAGO, IL","MT VERNON, OH",SINGLE,CSXT-CLMBO-CUOH,UAN,T,2023-07-01,2024-06-30,375,,PF - OH CLEVELAND,,,,5144,52.49,52.49,0.14,2023-07-01,grey,CHICAGO|#|IL|#|MT VERNON|#|OH|#|CSXT-CLMBO-CUOH|#|SINGLE|#|UAN|#|T|#|2023-07-01|#|2024-06-30|#|PF - OH CLEVELAND
"KANSAS CITY, MO","CALEDONIA, NY",SINGLE,NS-SVRSP-RSR,UREA,T,2023-08-01,,1020,5.05,,,58.19,63.24,,51.3,56.35,0.062,2023-08-01,grey,KANSAS CITY|#|MO|#|CALEDONIA|#|NY|#|NS-SVRSP-RSR|#|SINGLE|#|UREA|#|T|#|2023-08-01|#||#|
"DODGE CITY, KS","MACKSVILLE, KS",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,61,,,,,,,200.21,200.47,3.2864,2023-09-01,orange,DODGE CITY|#|KS|#|MACKSVILLE|#|KS|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"JUDD, IA","GLENNS FERRY, ID",SINGLE,CN-SXCTY-UP,UAN,F,,,1416,,,,,,,,103.92,0.0734,2023-07-01,grey,JUDD|#|IA|#|GLENNS FERRY|#|ID|#|CN-SXCTY-UP|#|SINGLE|#|UAN|#|F|#||#||#|
"DODGE CITY, KS","SAINT JOSEPH, MO",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,398,,,,,,,201.49,203.17,0.5105,2023-09-01,orange,DODGE CITY|#|KS|#|SAINT JOSEPH|#|MO|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"CHALMETTE, LA","CLEVELAND, TN",SINGLE,NS,MAP,Q,,,525,,"",,,,,,33.74,,2023-10-16,grey,CHALMETTE|#|LA|#|CLEVELAND|#|TN|#|NS|#|SINGLE|#|MAP|#|Q|#||#||#|
"NEW ORLEANS, LA","SUMMITVILLE, TN",SINGLE,CSXT-TULLA-CFWR,DAP,Q,,,708,,"",4614,47.57,47.57,4238,,43.69,0.0672,2023-10-20,grey,NEW ORLEANS|#|LA|#|SUMMITVILLE|#|TN|#|CSXT-TULLA-CFWR|#|SINGLE|#|DAP|#|Q|#||#||#|
"CROSSETT, AR","MONROE, LA",SINGLE,ALM,NITAMIN,T,2023-02-01,2024-01-31,53,,,,,,1340,13.67,14.15,0.267,2023-02-01,grey,CROSSETT|#|AR|#|MONROE|#|LA|#|ALM|#|SINGLE|#|NITAMIN|#|T|#|2023-02-01|#|2024-01-31|#|
"CHICAGO, IL","WHITESVILLE, IN",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,155,,PF - IN WHITESVILLE,,,,2920,29.8,29.8,0.1922,2023-07-01,blue,CHICAGO|#|IL|#|WHITESVILLE|#|IN|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - IN WHITESVILLE
"ENID, OK","GRAND FALLS, NB",SINGLE,BNSF-CHGO-CN,SUPERU,F,,,1991,,,,,111.39,,,98.79,0.0559,2023-07-01,grey,ENID|#|OK|#|GRAND FALLS|#|NB|#|BNSF-CHGO-CN|#|SINGLE|#|SUPERU|#|F|#||#||#|
"BRANDON, MB","RICHVILLE, MI",SINGLE,CN-DURND-HESR,UAN,Q,,,1324.4,,,,,,5511,56.23,64.26,0.0485,2023-07-12,grey,BRANDON|#|MB|#|RICHVILLE|#|MI|#|CN-DURND-HESR|#|SINGLE|#|UAN|#|Q|#||#||#|
"DEER PARK, TX","BORGER, TX",SINGLE,BNSF,METHANOL,T,2023-10-01,2024-03-31,663,,,,,,7317,,7535.79,0.1292,2023-10-01,orange,DEER PARK|#|TX|#|BORGER|#|TX|#|BNSF|#|SINGLE|#|METHANOL|#|T|#|2023-10-01|#|2024-03-31|#|
"ST LOUIS (ALL), MO","SPANISH FORK, UT",SINGLE,UP,MAP,T,2023-07-01,2024-06-30,1444,7.44,UT - SHARP,7359,75.87,83.31,6571,,75.19,0.0577,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|SPANISH FORK|#|UT|#|UP|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2024-06-30|#|UT - SHARP
"ST LOUIS (ALL), MO","GERING, NE",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,844,4.35,NE - CHAPPELL,5478,56.47,60.82,4891,50.42,54.77,0.0721,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|GERING|#|NE|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|NE - CHAPPELL
"WILMINGTON, NC","BAINBRIDGE, GA",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,557,,PF - GA BAINBRIDGE,4638,47.81,47.81,3865,39.85,39.85,0.0858,2023-03-01,blue,WILMINGTON|#|NC|#|BAINBRIDGE|#|GA|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - GA BAINBRIDGE
"SAINT JAMES, LA","BUTLER, WI",SINGLE,UP,METHANOL,C,2023-01-01,2023-12-31,1133,,,,,,4813,,5379.5,0.054,2023-01-01,red,SAINT JAMES|#|LA|#|BUTLER|#|WI|#|UP|#|SINGLE|#|METHANOL|#|C|#|2023-01-01|#|2023-12-31|#|
"EAST SAINT LOUIS, IL","UNION CITY, IN",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,181,,PF - IN PARKER CITY,3138,32.35,32.35,2616,26.97,26.97,0.1787,2023-03-01,blue,EAST SAINT LOUIS|#|IL|#|UNION CITY|#|IN|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - IN PARKER CITY
"NORA SPRINGS, IA","MARBLE ROCK, IA",SINGLE,IANR,10-34-0,T,2023-07-01,2024-06-30,16,,,,,,735,7.5,7.6,0.4753,2023-07-01,grey,NORA SPRINGS|#|IA|#|MARBLE ROCK|#|IA|#|IANR|#|SINGLE|#|10-34-0|#|T|#|2023-07-01|#|2024-06-30|#|
"ENID, OK","ADRIAN, MO",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,383,1.97,MO - MNA,3289,33.91,35.88,2936,30.27,32.24,0.0937,2023-07-01,red,ENID|#|OK|#|ADRIAN|#|MO|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|MO - MNA
"CHICAGO, IL","BRANDON, WI",SINGLE,WSOR,MAP,T,2023-08-01,2024-07-31,218,1.89,"",,18.77,20.66,,,19.2,0.0948,2023-08-01,grey,CHICAGO|#|IL|#|BRANDON|#|WI|#|WSOR|#|SINGLE|#|MAP|#|T|#|2023-08-01|#|2024-07-31|#|
"CHICAGO, IL","HAGERSTOWN, IN",SINGLE,NS,UAN,T,2023-08-01,,226,,,,,,,21.65,22.85,0.1011,2023-08-01,grey,CHICAGO|#|IL|#|HAGERSTOWN|#|IN|#|NS|#|SINGLE|#|UAN|#|T|#|2023-08-01|#||#|
"ENID, OK","EL PASO, TX",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,838,2.85,PT TO PT,,50.05,52.9,,47.55,50.4,0.0631,2023-07-01,orange,ENID|#|OK|#|EL PASO|#|TX|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ENID, OK","SOUTH GATE, CA",SINGLE,BNSF,DEF,T,2023-01-01,2023-12-31,1495,,,,,,,53.54,58.24,0.039,2023-01-01,orange,ENID|#|OK|#|SOUTH GATE|#|CA|#|BNSF|#|SINGLE|#|DEF|#|T|#|2023-01-01|#|2023-12-31|#|
"CHICAGO, IL","WEST BEND, WI",SINGLE,WSOR,UAN,T,2023-08-01,2024-07-31,146,,,,,,,15.25,16.56,0.1134,2023-08-01,grey,CHICAGO|#|IL|#|WEST BEND|#|WI|#|WSOR|#|SINGLE|#|UAN|#|T|#|2023-08-01|#|2024-07-31|#|
"ENID, OK","CRESTON, IA",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,572,1.95,PT TO PT,,44.41,46.36,,42.56,44.51,0.081,2023-07-01,orange,ENID|#|OK|#|CRESTON|#|IA|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"CHICAGO, IL","HATFIELD, MA",SINGLE,CSXT-ROTTJ-PAS,UREA,T,2023-03-01,2024-02-29,903,,PF - VT BURLINGTON,5737,59.14,59.14,4934,50.87,50.87,0.0655,2023-03-01,grey,CHICAGO|#|IL|#|HATFIELD|#|MA|#|CSXT-ROTTJ-PAS|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - VT BURLINGTON
"ENID, OK","WILSON, AB",SINGLE,BNSF-KCITY-CPRS,UREA,F,,,2063,,,,,101.63,,,78.46,0.0493,2023-07-01,grey,ENID|#|OK|#|WILSON|#|AB|#|BNSF-KCITY-CPRS|#|SINGLE|#|UREA|#|F|#||#||#|
"SASKFERCO, SK","NEW WESTMINSTER, BC",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,1377,,,,,,27198,348.69,361.19,0.2623,2023-01-01,grey,SASKFERCO|#|SK|#|NEW WESTMINSTER|#|BC|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"BRANDON, MB","JACKSON JCT, IA",SINGLE,CPRS,10-34-0,C,2023-07-01,2024-06-30,837,,,,,,3550,36.22,41.81,0.05,2023-07-01,grey,BRANDON|#|MB|#|JACKSON JCT|#|IA|#|CPRS|#|SINGLE|#|10-34-0|#|C|#|2023-07-01|#|2024-06-30|#|
"ENID, OK","RICHVALE, CA",SINGLE,UP,AMMONIA,C,2023-01-01,2023-12-31,1963,,,,,,22472,288.1,300.69,0.1532,2023-01-01,red,ENID|#|OK|#|RICHVALE|#|CA|#|UP|#|SINGLE|#|AMMONIA|#|C|#|2023-01-01|#|2023-12-31|#|
"ROSEPORT, MN","STRASBURG, PA",SINGLE,UP-CHGO-NS,ATS,F,,,1222,,,,,,,,67.46,0.0552,2023-08-01,grey,ROSEPORT|#|MN|#|STRASBURG|#|PA|#|UP-CHGO-NS|#|SINGLE|#|ATS|#|F|#||#||#|
"ENID, OK","LOS ANGELES, CA",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1701,8.77,CA - LA BASIN,9457,97.49,106.26,8443,87.04,95.81,0.0625,2023-07-01,red,ENID|#|OK|#|LOS ANGELES|#|CA|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|CA - LA BASIN
"ENID, OK","BUCKEYE, AZ",SINGLE,UP,UREA,T,2022-07-01,2023-06-30,1325,6.83,AZ - PHOENIX,6700,69.07,75.9,5982,61.67,68.5,0.0573,2022-07-01,red,ENID|#|OK|#|BUCKEYE|#|AZ|#|UP|#|SINGLE|#|UREA|#|T|#|2022-07-01|#|2023-06-30|#|AZ - PHOENIX
"ENID, OK","WATERTOWN, SD",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,902,3.07,PT TO PT,,30.71,33.78,,29.43,32.5,0.0374,2023-07-01,orange,ENID|#|OK|#|WATERTOWN|#|SD|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"SAINT LOUIS, MO","LEEDS, ND",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,1021,3.47,PT TO PT,,54.78,58.25,,,,0.0571,2023-07-01,orange,SAINT LOUIS|#|MO|#|LEEDS|#|ND|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ENID, OK","KINDRED, ND",100 UT,BNSF,UREA,T,2023-08-02,2023-12-31,993,3.38,100 UT,,38.9,42.28,,37.95,41.33,0.0426,2023-08-02,orange,ENID|#|OK|#|KINDRED|#|ND|#|BNSF|#|100 UT|#|UREA|#|T|#|2023-08-02|#|2023-12-31|#|100 UT
"SAINT LOUIS, MO","ROSSER, MB",SINGLE,BNSF,MAP,T,2023-07-01,2023-12-31,1115,3.79,PT TO PT,,61.23,65.02,,,,0.0583,2023-07-01,orange,SAINT LOUIS|#|MO|#|ROSSER|#|MB|#|BNSF|#|SINGLE|#|MAP|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"BRANDON, MB","WEST MILBANK, SD",SINGLE,CN-NOYES-BNSF,UAN,F,,,603,,,,,,,,55.16,0.0915,2023-07-01,grey,BRANDON|#|MB|#|WEST MILBANK|#|SD|#|CN-NOYES-BNSF|#|SINGLE|#|UAN|#|F|#||#||#|
"DEER PARK, TX","CHICAGO, IL",SINGLE,BNSF,METHANOL,T,2023-10-01,2024-03-31,1201,,,,,,6226,,6622.33,0.0627,2023-10-01,orange,DEER PARK|#|TX|#|CHICAGO|#|IL|#|BNSF|#|SINGLE|#|METHANOL|#|T|#|2023-10-01|#|2024-03-31|#|
"BRANDON, MB","NOYES, MN",SINGLE,CN,UAN,C,2023-01-01,2023-12-31,206,,,,,,1849,18.87,20.12,0.0977,2023-01-01,grey,BRANDON|#|MB|#|NOYES|#|MN|#|CN|#|SINGLE|#|UAN|#|C|#|2023-01-01|#|2023-12-31|#|
"ST LOUIS (ALL), MO","CLARE, IA",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,535,2.76,IA - INTERIOR IOWA LIGHT,4444,45.81,48.57,3968,,43.66,0.0908,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|CLARE|#|IA|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|IA - INTERIOR IOWA LIGHT
"ENID, OK","DANUBE, MN",SINGLE,UP,UREA,Q,,,899,4.63,MN - TWCR WEST,4592,47.34,51.97,4100,42.27,46.9,0.0578,2023-10-06,red,ENID|#|OK|#|DANUBE|#|MN|#|UP|#|SINGLE|#|UREA|#|Q|#||#||#|MN - TWCR WEST
"MICHOUD, LA","ORANGEBURG, SC",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,791,,PF - SC ORANGEBURG,5710,58.87,58.87,4758,49.05,49.05,0.0744,2023-03-01,blue,MICHOUD|#|LA|#|ORANGEBURG|#|SC|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - SC ORANGEBURG
"KANSAS CITY, MO","NORWALK, OH",SINGLE,NS-BELVU-WE,UREA,Q,,,700,3.75,,4939,50.92,54.67,4558,46.99,50.74,0.0781,2023-06-16,grey,KANSAS CITY|#|MO|#|NORWALK|#|OH|#|NS-BELVU-WE|#|SINGLE|#|UREA|#|Q|#||#||#|
"ENID, OK","SHELLEY, ID",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1400,7.22,ID - IDAHO FALLS,7779,80.2,87.41,6946,71.61,78.82,0.0624,2023-07-01,red,ENID|#|OK|#|SHELLEY|#|ID|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|ID - IDAHO FALLS
"ARCCO, IL","CHICAGO, IL",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,174,,,,,,8236,105.59,106.91,0.6145,2023-01-01,grey,ARCCO|#|IL|#|CHICAGO|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ROCK ISLAND, IL","SASKATOON, SK",SINGLE,CPRS,DAP,C,2023-07-01,2024-06-30,1138,5.63,"",5174,53.34,58.97,4704,,54.13,0.0518,2023-07-01,grey,ROCK ISLAND|#|IL|#|SASKATOON|#|SK|#|CPRS|#|SINGLE|#|DAP|#|C|#|2023-07-01|#|2024-06-30|#|
"WILMINGTON, NC","DOUGLAS, GA",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,481,,PF - GA DOUGLAS,3936,40.58,40.58,3280,33.81,33.81,0.0844,2023-03-01,blue,WILMINGTON|#|NC|#|DOUGLAS|#|GA|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - GA DOUGLAS
"EVANSTON, MS","CENTRALIA, IL",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,647,,,,,,11537,147.91,152.84,0.2362,2023-01-01,grey,EVANSTON|#|MS|#|CENTRALIA|#|IL|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","GARDEN GROVE, CA",SINGLE,UP,DEF,T,2023-01-01,2023-12-31,1711,,CA - LA BASIN,,,,5846,55.68,63.82,0.0373,2023-01-01,red,ENID|#|OK|#|GARDEN GROVE|#|CA|#|UP|#|SINGLE|#|DEF|#|T|#|2023-01-01|#|2023-12-31|#|CA - LA BASIN
"SAINT LOUIS, MO","MARYSVILLE, OH",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,420,,PF - OH SCOTTSLAWN,4897,50.48,50.48,4081,42.07,42.07,0.1202,2023-03-01,blue,SAINT LOUIS|#|MO|#|MARYSVILLE|#|OH|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - OH SCOTTSLAWN
"CHARLOTTE, NC","MILAN, MI",SINGLE,NS,METHANOL,C,2023-10-01,2023-12-31,810,,,,,,5063,,5484.2,0.0769,2023-10-01,grey,CHARLOTTE|#|NC|#|MILAN|#|MI|#|NS|#|SINGLE|#|METHANOL|#|C|#|2023-10-01|#|2023-12-31|#|
"ENID, OK","WOODLAND, CA",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,2129,10.97,CA - CFNR,8825,90.98,101.95,7880,81.24,92.21,0.0479,2023-07-01,red,ENID|#|OK|#|WOODLAND|#|CA|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|CA - CFNR
"ROSEPORT, MN","SCOTIA, SC",SINGLE,UP-CHGO-CSXT,ATS,F,,,1412,,,,,,,,70.03,0.0496,2023-07-01,grey,ROSEPORT|#|MN|#|SCOTIA|#|SC|#|UP-CHGO-CSXT|#|SINGLE|#|ATS|#|F|#||#||#|
"ENID, OK","HILLS, IA",SINGLE,UP-CBLUF-IAIS-IOWAC-CIC,SUPERU,F,,,762,,"",,,88.8,,,79.63,0.1165,2023-07-01,grey,ENID|#|OK|#|HILLS|#|IA|#|UP-CBLUF-IAIS-IOWAC-CIC|#|SINGLE|#|SUPERU|#|F|#||#||#|
"HOAG, NE","CORSON, SD",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,281,,,,,,,152.54,153.73,0.5471,2023-09-01,orange,HOAG|#|NE|#|CORSON|#|SD|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"SAINT LOUIS, MO","RUTHTON, MN",85 UT,BNSF,DAP,T,2023-07-01,2023-12-31,764,2.6,85 UT,,28.36,30.96,,,,0.0405,2023-07-01,orange,SAINT LOUIS|#|MO|#|RUTHTON|#|MN|#|BNSF|#|85 UT|#|DAP|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"BRANDON, MB","CENTRAL FERRY, WA",SINGLE,CPRS-COUTS-BNSF,UAN,F,,,1367,,,,,,,,82.31,0.0602,2023-07-01,grey,BRANDON|#|MB|#|CENTRAL FERRY|#|WA|#|CPRS-COUTS-BNSF|#|SINGLE|#|UAN|#|F|#||#||#|
"CHICAGO, IL","ELKIN, NC",SINGLE,NS,UAN,T,2023-08-01,,955,,,,,,,52.69,57.76,0.0605,2023-08-01,grey,CHICAGO|#|IL|#|ELKIN|#|NC|#|NS|#|SINGLE|#|UAN|#|T|#|2023-08-01|#||#|
"JUDD, IA","GRAND RAPIDS, MI",SINGLE,CN-CHGO-CSXT,UAN,F,,,547,,,,,,,,37.55,0.0686,2023-07-01,grey,JUDD|#|IA|#|GRAND RAPIDS|#|MI|#|CN-CHGO-CSXT|#|SINGLE|#|UAN|#|F|#||#||#|
"BEAMER, AB","KAUKAUNA, WI",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,1475,,,,,,28672,367.59,378.82,0.2568,2023-01-01,grey,BEAMER|#|AB|#|KAUKAUNA|#|WI|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","KINDRED, ND",SINGLE,BNSF,UREA,T,2023-07-01,2023-12-31,993,3.38,PT TO PT,,50.41,53.79,,48.31,51.69,0.0542,2023-07-01,orange,ENID|#|OK|#|KINDRED|#|ND|#|BNSF|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"GRANITE CITY, IL","REXBURG, ID",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1541,7.94,ID - IDAHO FALLS,8079,83.29,91.23,7213,74.36,82.3,0.0592,2023-07-01,red,GRANITE CITY|#|IL|#|REXBURG|#|ID|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|ID - IDAHO FALLS
"DEER PARK, TX","OKLAHOMA CITY, OK",SINGLE,BNSF,METHANOL,T,2023-10-01,2024-03-31,485,,,,,,6185,,6345.05,0.1487,2023-10-01,orange,DEER PARK|#|TX|#|OKLAHOMA CITY|#|OK|#|BNSF|#|SINGLE|#|METHANOL|#|T|#|2023-10-01|#|2024-03-31|#|
"CHICAGO, IL","BRADNER, OH",SINGLE,CSXT,ATS,T,2023-07-01,2024-06-30,246,,PF - OH BRADNER,,,,3438,35.08,35.08,0.1426,2023-07-01,blue,CHICAGO|#|IL|#|BRADNER|#|OH|#|CSXT|#|SINGLE|#|ATS|#|T|#|2023-07-01|#|2024-06-30|#|PF - OH BRADNER
"ST LOUIS (ALL), MO","GOTHENBURG, NE",SINGLE,UP,DAP,T,2023-07-01,2024-06-30,642,3.31,NE - COZAD,4907,50.59,53.9,4381,,48.47,0.084,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|GOTHENBURG|#|NE|#|UP|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2024-06-30|#|NE - COZAD
"JUDD, IA","MARCELLUS, MI",SINGLE,CN,AMMONIA,T,2023-01-01,2023-12-31,490,,,,,,9121,116.94,120.67,0.2463,2023-01-01,grey,JUDD|#|IA|#|MARCELLUS|#|MI|#|CN|#|SINGLE|#|AMMONIA|#|T|#|2023-01-01|#|2023-12-31|#|
"ENID, OK","SENTINEL, OK",SINGLE,GNBC-CLNTN-FMRC,SUPERU,C,2022-10-01,2023-12-31,,,,1035,10.67,10.67,1035,10.67,10.67,,2022-10-01,grey,ENID|#|OK|#|SENTINEL|#|OK|#|GNBC-CLNTN-FMRC|#|SINGLE|#|SUPERU|#|C|#|2022-10-01|#|2023-12-31|#|
"SIOUX CITY, IA","GREBNER, SD",SINGLE,BNSF,UAN,Q,,,405,,,,,,,33.4,34.76,0.0858,2023-05-31,orange,SIOUX CITY|#|IA|#|GREBNER|#|SD|#|BNSF|#|SINGLE|#|UAN|#|Q|#||#||#|
"SAINT JAMES, LA","FOUNTAIN, AL",SINGLE,UP-NEWOR-CSXT-MOBIL-AGR,METHANOL,F,,,352,,,,,,,,4387.66,0.1416,2023-03-01,grey,SAINT JAMES|#|LA|#|FOUNTAIN|#|AL|#|UP-NEWOR-CSXT-MOBIL-AGR|#|SINGLE|#|METHANOL|#|F|#||#||#|
"SAINT LOUIS, MO","HANNAFORD, ND",85 UT,BNSF,UREA,T,2023-07-01,2023-12-31,921,3.13,85 UT,,38.73,41.86,,,,0.0455,2023-07-01,orange,SAINT LOUIS|#|MO|#|HANNAFORD|#|ND|#|BNSF|#|85 UT|#|UREA|#|T|#|2023-07-01|#|2023-12-31|#|85 UT
"CHICAGO, IL","GENEVA, NY",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,633,,PF - NY GENEVA,5009,51.64,51.64,4407,45.43,45.43,0.0816,2023-03-01,blue,CHICAGO|#|IL|#|GENEVA|#|NY|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - NY GENEVA
"COUTTS, AB","EDWALL, WA",SINGLE,BNSF,AMMONIA,T,2023-09-01,2024-02-29,476,,,,,,,206.6,208.61,0.4383,2023-09-01,orange,COUTTS|#|AB|#|EDWALL|#|WA|#|BNSF|#|SINGLE|#|AMMONIA|#|T|#|2023-09-01|#|2024-02-29|#|
"JUDD, IA","ROACHDALE, IN",SINGLE,CN-CHGO-CSXT,UAN,F,,,518,,,,,,,,53.25,0.1028,2023-07-01,grey,JUDD|#|IA|#|ROACHDALE|#|IN|#|CN-CHGO-CSXT|#|SINGLE|#|UAN|#|F|#||#||#|
"WILMINGTON, NC","SEYMOUR, IN",SINGLE,CSXT,UREA,T,2023-03-01,2024-02-29,853,,PF - IN SEYMOUR,5420,55.88,55.88,4452,45.9,45.9,0.0655,2023-03-01,blue,WILMINGTON|#|NC|#|SEYMOUR|#|IN|#|CSXT|#|SINGLE|#|UREA|#|T|#|2023-03-01|#|2024-02-29|#|PF - IN SEYMOUR
"NEW ORLEANS, LA","BYNUM, AL",SINGLE,NS,METHANOL,C,2023-10-01,2023-12-31,410,,,,,,3454,,3667.2,0.1016,2023-10-01,grey,NEW ORLEANS|#|LA|#|BYNUM|#|AL|#|NS|#|SINGLE|#|METHANOL|#|C|#|2023-10-01|#|2023-12-31|#|
"ENID, OK","ELM CREEK, NE",SINGLE,UP,SUPERU,T,2023-07-01,2024-06-30,502,2.59,NE - COZAD,3909,40.3,42.89,3491,35.99,38.58,0.0854,2023-07-01,red,ENID|#|OK|#|ELM CREEK|#|NE|#|UP|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2024-06-30|#|NE - COZAD
"ENID, OK","HOLLOWAY, MN",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,861,2.93,PT TO PT,,40.46,43.39,,38.78,41.71,0.0504,2023-07-01,orange,ENID|#|OK|#|HOLLOWAY|#|MN|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"SAINT LOUIS, MO","LOCKWOOD, MT",SINGLE,BNSF,DAP,T,2023-07-01,2023-12-31,1494,5.08,PT TO PT,,67.92,73,,,70.38,0.0489,2023-07-01,orange,SAINT LOUIS|#|MO|#|LOCKWOOD|#|MT|#|BNSF|#|SINGLE|#|DAP|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
"ST LOUIS (ALL), MO","YUMA, AZ",SINGLE,UP,UREA,T,2023-07-01,2024-06-30,1791,9.23,AZ - WELLTON,9803,101.06,110.29,8753,90.24,99.47,0.0616,2023-07-01,red,ST LOUIS (ALL)|#|MO|#|YUMA|#|AZ|#|UP|#|SINGLE|#|UREA|#|T|#|2023-07-01|#|2024-06-30|#|AZ - WELLTON
"CHICAGO, IL","NORTH CHICAGO, IL",SINGLE,CN,METHANOL,T,2022-10-31,2023-12-31,49,,,,,,1886,,1915.11,0.4441,2022-10-31,grey,CHICAGO|#|IL|#|NORTH CHICAGO|#|IL|#|CN|#|SINGLE|#|METHANOL|#|T|#|2022-10-31|#|2023-12-31|#|
"ENID, OK","HINGHAM, MT",SINGLE,BNSF,SUPERU,T,2023-07-01,2023-12-31,1718,5.84,PT TO PT,,82.77,88.61,,78.66,84.5,0.0516,2023-07-01,orange,ENID|#|OK|#|HINGHAM|#|MT|#|BNSF|#|SINGLE|#|SUPERU|#|T|#|2023-07-01|#|2023-12-31|#|PT TO PT
